user_id,item_id,title,playtime_forever,genres,recommend,sentiment_analysis,release_year
Derp-e,4000,Garry's Mod,174.0,"['Indie', 'Simulation']",True,1.0,2006
76561198070194565,320,Half-Life 2: Deathmatch,2267.0,['Action'],True,1.0,2004
Rivtex,320,Half-Life 2: Deathmatch,3.0,['Action'],True,1.0,2004
Rivtex,320,Half-Life 2: Deathmatch,3.0,['Action'],True,1.0,2004
UTNerd24,10,Counter-Strike,5.0,['Action'],True,1.0,2000
76561198138053270,4000,Garry's Mod,102731.0,"['Indie', 'Simulation']",True,1.0,2006
Life-Of-Blu,4000,Garry's Mod,304.0,"['Indie', 'Simulation']",True,2.0,2006
CaptianAutismo,240,Counter-Strike: Source,3920.0,['Action'],True,1.0,2004
76561198075895633,240,Counter-Strike: Source,442.0,['Action'],True,1.0,2004
TheDropix101,4000,Garry's Mod,3818.0,"['Indie', 'Simulation']",True,1.0,2006
kube134,70,Half-Life,4.0,['Action'],True,2.0,1998
iamthekingofbrowntown,220,Half-Life 2,904.0,['Action'],False,0.0,2004
yookobz,1200,Red Orchestra: Ostfront 41-45,0.0,['Action'],True,2.0,2006
Posiblydead,220,Half-Life 2,987.0,['Action'],True,1.0,2004
Mossy_Gaming,620,Portal 2,708.0,"['Action', 'Adventure']",True,2.0,2011
76561198102421718,4000,Garry's Mod,59192.0,"['Indie', 'Simulation']",True,1.0,2006
76561198087407319,4000,Garry's Mod,21.0,"['Indie', 'Simulation']",True,0.0,2006
76561198056741844,17470,Dead Space,12.0,['Action'],True,1.0,2008
sad-commie,240,Counter-Strike: Source,10.0,['Action'],True,1.0,2004
76561198030567998,70,Half-Life,21.0,['Action'],True,1.0,1998
Coldaniel,4000,Garry's Mod,7727.0,"['Indie', 'Simulation']",True,2.0,2006
therealmorty,240,Counter-Strike: Source,13940.0,['Action'],True,1.0,2004
Berserklejerker,4000,Garry's Mod,20913.0,"['Indie', 'Simulation']",True,1.0,2006
76561198061730629,240,Counter-Strike: Source,14.0,['Action'],True,1.0,2004
YoHuNz,2590,Alpha Prime,0.0,['Action'],True,1.0,2007
possessioniskey,4000,Garry's Mod,8531.0,"['Indie', 'Simulation']",True,2.0,2006
76561198093112529,4000,Garry's Mod,5080.0,"['Indie', 'Simulation']",True,1.0,2006
whiteofwolfing,4000,Garry's Mod,36840.0,"['Indie', 'Simulation']",True,1.0,2006
sergarino,4000,Garry's Mod,37016.0,"['Indie', 'Simulation']",True,1.0,2006
76561198081962345,4000,Garry's Mod,18539.0,"['Indie', 'Simulation']",True,2.0,2006
76561198094224872,240,Counter-Strike: Source,2150.0,['Action'],True,2.0,2004
76561198073210139,4000,Garry's Mod,2050.0,"['Indie', 'Simulation']",True,0.0,2006
Nozomikat,4000,Garry's Mod,9972.0,"['Indie', 'Simulation']",True,1.0,2006
xfluttersx,10,Counter-Strike,17.0,['Action'],True,1.0,2000
76561198056290589,240,Counter-Strike: Source,1908.0,['Action'],True,2.0,2004
ii_voltage_ii,4000,Garry's Mod,6398.0,"['Indie', 'Simulation']",False,1.0,2006
76561198097762318,4000,Garry's Mod,1838.0,"['Indie', 'Simulation']",True,1.0,2006
Hirukaz,4000,Garry's Mod,2466.0,"['Indie', 'Simulation']",True,1.0,2006
StelerForYou,240,Counter-Strike: Source,445.0,['Action'],True,1.0,2004
76561198183396245,4000,Garry's Mod,307.0,"['Indie', 'Simulation']",True,1.0,2006
Xx-Woods,300,Day of Defeat: Source,150.0,['Action'],False,1.0,2010
kevinator23,240,Counter-Strike: Source,1641.0,['Action'],True,1.0,2004
76561198090715178,4000,Garry's Mod,9098.0,"['Indie', 'Simulation']",True,1.0,2006
76561198073784601,4000,Garry's Mod,9129.0,"['Indie', 'Simulation']",True,1.0,2006
mimimomoma,30,Day of Defeat,200.0,['Action'],True,0.0,2003
de_Butl3r,4000,Garry's Mod,8263.0,"['Indie', 'Simulation']",True,1.0,2006
76561198027947401,4000,Garry's Mod,270.0,"['Indie', 'Simulation']",True,1.0,2006
Bluezap1,10,Counter-Strike,0.0,['Action'],True,1.0,2000
76561198074200011,326460,ShellShock Live,258.0,"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']",True,1.0,2015
jonasdbomb,70,Half-Life,0.0,['Action'],True,1.0,1998
L1J1N,4000,Garry's Mod,88.0,"['Indie', 'Simulation']",True,2.0,2006
Lord_Exploit,240,Counter-Strike: Source,50.0,['Action'],True,1.0,2004
AVATAR715,300,Day of Defeat: Source,1159.0,['Action'],False,1.0,2010
YieuwMage,105600,Terraria,2706.0,"['Action', 'Adventure', 'Indie', 'RPG']",True,1.0,2011
A-Very-Sly-Person,4000,Garry's Mod,3092.0,"['Indie', 'Simulation']",True,1.0,2006
76561197994493402,10,Counter-Strike,1037.0,['Action'],True,1.0,2000
76561198188979775,4000,Garry's Mod,2497.0,"['Indie', 'Simulation']",True,1.0,2006
97396295,550,Left 4 Dead 2,13226.0,['Action'],True,2.0,2009
76561198126640317,4000,Garry's Mod,565.0,"['Indie', 'Simulation']",True,1.0,2006
DemonicWolvz,4000,Garry's Mod,3990.0,"['Indie', 'Simulation']",True,1.0,2006
DieMadchenschanderin,1900,Earth 2160,194.0,['Strategy'],True,1.0,2006
DieMadchenschanderin,1900,Earth 2160,194.0,['Strategy'],True,1.0,2006
GGargula,220,Half-Life 2,408.0,['Action'],False,1.0,2004
Myther43,10,Counter-Strike,50.0,['Action'],True,1.0,2000
getf0kinn0sc0pedm9,4000,Garry's Mod,19872.0,"['Indie', 'Simulation']",True,1.0,2006
76561198097333029,4000,Garry's Mod,219.0,"['Indie', 'Simulation']",True,0.0,2006
whodafuqisthisguilao,550,Left 4 Dead 2,462.0,['Action'],True,2.0,2009
Magjiikal,240,Counter-Strike: Source,212.0,['Action'],True,2.0,2004
ohnospaghet,10,Counter-Strike,332.0,['Action'],True,2.0,2000
2768820078,4000,Garry's Mod,3370.0,"['Indie', 'Simulation']",True,1.0,2006
76561198056392326,29800,Caster,356.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",True,1.0,2009
2d4nk4m3,300,Day of Defeat: Source,51.0,['Action'],False,1.0,2010
76561198078478151,10,Counter-Strike,0.0,['Action'],True,1.0,2000
exiaez,4000,Garry's Mod,8509.0,"['Indie', 'Simulation']",True,1.0,2006
EizanAratoFujimaki,4000,Garry's Mod,1926.0,"['Indie', 'Simulation']",True,1.0,2006
TeCool,4000,Garry's Mod,85.0,"['Indie', 'Simulation']",True,1.0,2006
2xDelorean,4000,Garry's Mod,4037.0,"['Indie', 'Simulation']",True,1.0,2006
washington_,70,Half-Life,33.0,['Action'],False,1.0,1998
76561198088944293,300,Day of Defeat: Source,1616.0,['Action'],True,1.0,2010
76561198051258119,550,Left 4 Dead 2,1636.0,['Action'],True,1.0,2009
nubquake123,4000,Garry's Mod,1930.0,"['Indie', 'Simulation']",True,1.0,2006
Pyromanic,240,Counter-Strike: Source,94.0,['Action'],True,1.0,2004
76561198109656922,4000,Garry's Mod,25031.0,"['Indie', 'Simulation']",True,2.0,2006
CobRazor,4000,Garry's Mod,98685.0,"['Indie', 'Simulation']",True,1.0,2006
relesprit,4000,Garry's Mod,687.0,"['Indie', 'Simulation']",True,2.0,2006
relesprit,4000,Garry's Mod,687.0,"['Indie', 'Simulation']",True,2.0,2006
WitchHunter4542,240,Counter-Strike: Source,1208.0,['Action'],True,1.0,2004
pwrt,4000,Garry's Mod,1365.0,"['Indie', 'Simulation']",True,1.0,2006
wantmahbody,4000,Garry's Mod,984.0,"['Indie', 'Simulation']",True,2.0,2006
wantmahbody,4000,Garry's Mod,984.0,"['Indie', 'Simulation']",True,2.0,2006
benedictcuminherbatch,1250,Killing Floor,3825.0,['Action'],True,2.0,2009
76561198043458582,4000,Garry's Mod,15317.0,"['Indie', 'Simulation']",True,0.0,2006
smashiroshh,4000,Garry's Mod,1600.0,"['Indie', 'Simulation']",True,1.0,2006
shark854,4000,Garry's Mod,51.0,"['Indie', 'Simulation']",True,1.0,2006
killbunny38,4000,Garry's Mod,1832.0,"['Indie', 'Simulation']",True,1.0,2006
76561198047630659,240,Counter-Strike: Source,3343.0,['Action'],False,1.0,2004
76561198047630659,240,Counter-Strike: Source,3343.0,['Action'],False,1.0,2004
1337lolroflmao,240,Counter-Strike: Source,3833.0,['Action'],True,1.0,2004
76561198060039459,4000,Garry's Mod,37.0,"['Indie', 'Simulation']",False,1.0,2006
OzfurAtlas,4000,Garry's Mod,9716.0,"['Indie', 'Simulation']",False,1.0,2006
76561198065593074,4000,Garry's Mod,64851.0,"['Indie', 'Simulation']",False,1.0,2006
76561198044169764,300,Day of Defeat: Source,84.0,['Action'],False,1.0,2010
lucasrash,4000,Garry's Mod,1464.0,"['Indie', 'Simulation']",True,1.0,2006
thisissohardtomakeoneup,4000,Garry's Mod,21.0,"['Indie', 'Simulation']",True,1.0,2006
76561198087010391,4000,Garry's Mod,23435.0,"['Indie', 'Simulation']",True,2.0,2006
66666669999999,20,Team Fortress Classic,0.0,['Action'],False,1.0,1999
76561198061174192,300,Day of Defeat: Source,69.0,['Action'],True,2.0,2010
ReMiXOfficalSteam,240,Counter-Strike: Source,43.0,['Action'],True,2.0,2004
Wilfire77,240,Counter-Strike: Source,165.0,['Action'],True,1.0,2004
Mastic,70,Half-Life,339.0,['Action'],False,1.0,1998
76561198028286104,4000,Garry's Mod,311.0,"['Indie', 'Simulation']",True,2.0,2006
tarjla,240,Counter-Strike: Source,3229.0,['Action'],True,1.0,2004
deathnz1,10,Counter-Strike,49.0,['Action'],False,1.0,2000
readingthis4noobs,4000,Garry's Mod,17240.0,"['Indie', 'Simulation']",True,1.0,2006
76561198104393251,4000,Garry's Mod,12880.0,"['Indie', 'Simulation']",True,1.0,2006
redsncrimson,4000,Garry's Mod,4333.0,"['Indie', 'Simulation']",True,1.0,2006
H1DD3NT3RR0R,220,Half-Life 2,327.0,['Action'],True,1.0,2004
76561198071214618,240,Counter-Strike: Source,685.0,['Action'],True,1.0,2004
76561198115115631,240,Counter-Strike: Source,527.0,['Action'],True,2.0,2004
76561198071175142,4000,Garry's Mod,1440.0,"['Indie', 'Simulation']",True,2.0,2006
pikawuu2,4000,Garry's Mod,2711.0,"['Indie', 'Simulation']",True,1.0,2006
Sammeh00,4000,Garry's Mod,10499.0,"['Indie', 'Simulation']",True,1.0,2006
Michaelele,240,Counter-Strike: Source,0.0,['Action'],True,1.0,2004
76561198045754869,240,Counter-Strike: Source,375.0,['Action'],True,0.0,2004
76561198076098774,240,Counter-Strike: Source,412.0,['Action'],True,2.0,2004
76561198048417105,220,Half-Life 2,438.0,['Action'],True,1.0,2004
76561198090842891,4000,Garry's Mod,14499.0,"['Indie', 'Simulation']",True,1.0,2006
76561198055767971,240,Counter-Strike: Source,2.0,['Action'],False,1.0,2004
76561197998052647,4000,Garry's Mod,2420.0,"['Indie', 'Simulation']",True,1.0,2006
adohya343,300,Day of Defeat: Source,0.0,['Action'],False,1.0,2010
76561198145436942,4000,Garry's Mod,10473.0,"['Indie', 'Simulation']",True,1.0,2006
3xotic26,220,Half-Life 2,110.0,['Action'],True,1.0,2004
iamthetrashlord,300,Day of Defeat: Source,97.0,['Action'],True,1.0,2010
3dster,4000,Garry's Mod,198.0,"['Indie', 'Simulation']",True,2.0,2006
76561198079990063,240,Counter-Strike: Source,2.0,['Action'],True,2.0,2004
Forty-Nine,4000,Garry's Mod,8780.0,"['Indie', 'Simulation']",True,1.0,2006
76561198051017916,400,Portal,412.0,['Action'],True,1.0,2007
L4M1NAS,240,Counter-Strike: Source,463.0,['Action'],True,1.0,2004
L4M1NAS,240,Counter-Strike: Source,463.0,['Action'],True,1.0,2004
76561198096766604,4000,Garry's Mod,1800.0,"['Indie', 'Simulation']",False,1.0,2006
76561197995322437,220,Half-Life 2,213.0,['Action'],True,1.0,2004
imsojipper,300,Day of Defeat: Source,16.0,['Action'],True,1.0,2010
76561198084542731,220,Half-Life 2,178.0,['Action'],True,1.0,2004
76561198103671881,4000,Garry's Mod,194.0,"['Indie', 'Simulation']",True,1.0,2006
mrpfresh,10,Counter-Strike,148.0,['Action'],True,0.0,2000
GamerFag,10,Counter-Strike,125.0,['Action'],True,2.0,2000
chidori_647,10,Counter-Strike,0.0,['Action'],True,1.0,2000
76561198092227136,10,Counter-Strike,0.0,['Action'],True,2.0,2000
hellcat59,4000,Garry's Mod,11658.0,"['Indie', 'Simulation']",True,1.0,2006
76561198007584361,4000,Garry's Mod,1041.0,"['Indie', 'Simulation']",True,1.0,2006
tbimperator,3920,Sid Meier's Pirates!,303.0,['RPG'],True,2.0,2005
Allahu_Akbar666,4000,Garry's Mod,32709.0,"['Indie', 'Simulation']",True,2.0,2006
ulramite,220,Half-Life 2,13.0,['Action'],True,1.0,2004
-GM-Dragon,10,Counter-Strike,14.0,['Action'],False,0.0,2000
76561198054040292,4000,Garry's Mod,6508.0,"['Indie', 'Simulation']",True,1.0,2006
I_DID_911_JUST_SAYING,4000,Garry's Mod,2349.0,"['Indie', 'Simulation']",True,2.0,2006
diabeticfuck,300,Day of Defeat: Source,5.0,['Action'],True,1.0,2010
76561198054465623,4000,Garry's Mod,7556.0,"['Indie', 'Simulation']",False,1.0,2006
aaropro,4000,Garry's Mod,4239.0,"['Indie', 'Simulation']",True,1.0,2006
abiam,4000,Garry's Mod,453.0,"['Indie', 'Simulation']",True,1.0,2006
FrankoWalker,4000,Garry's Mod,326.0,"['Indie', 'Simulation']",True,1.0,2006
LightfootSword7,20,Team Fortress Classic,25.0,['Action'],False,1.0,1999
SALTTHEW0UND,4000,Garry's Mod,6404.0,"['Indie', 'Simulation']",True,1.0,2006
express157,220,Half-Life 2,243.0,['Action'],True,1.0,2004
76561198074644990,240,Counter-Strike: Source,921.0,['Action'],True,1.0,2004
76561198064304806,4000,Garry's Mod,2172.0,"['Indie', 'Simulation']",True,0.0,2006
TomoeMamiewe,4000,Garry's Mod,956.0,"['Indie', 'Simulation']",True,1.0,2006
76561198057086148,4000,Garry's Mod,35848.0,"['Indie', 'Simulation']",True,1.0,2006
Acidius99,4000,Garry's Mod,325.0,"['Indie', 'Simulation']",True,2.0,2006
acorn13,240,Counter-Strike: Source,1050.0,['Action'],True,1.0,2004
adamcookie,240,Counter-Strike: Source,19.0,['Action'],True,2.0,2004
AddzyTheBaddzy,320,Half-Life 2: Deathmatch,20.0,['Action'],True,2.0,2004
mradobe7,220,Half-Life 2,109.0,['Action'],False,0.0,2004
76561198167207237,4000,Garry's Mod,25766.0,"['Indie', 'Simulation']",True,1.0,2006
cancerkek,2590,Alpha Prime,0.0,['Action'],True,1.0,2007
76561198073508075,4000,Garry's Mod,9730.0,"['Indie', 'Simulation']",True,2.0,2006
76561198090899557,4000,Garry's Mod,1503.0,"['Indie', 'Simulation']",False,0.0,2006
advenger95,70,Half-Life,339.0,['Action'],True,1.0,1998
EndAtHallow,4000,Garry's Mod,25547.0,"['Indie', 'Simulation']",True,1.0,2006
76561198063624801,240,Counter-Strike: Source,2114.0,['Action'],True,0.0,2004
aeryal,4000,Garry's Mod,397.0,"['Indie', 'Simulation']",True,2.0,2006
76561198015968275,4000,Garry's Mod,772.0,"['Indie', 'Simulation']",True,1.0,2006
Agiegamma,220,Half-Life 2,698.0,['Action'],True,1.0,2004
76561198082614708,4000,Garry's Mod,1166.0,"['Indie', 'Simulation']",True,1.0,2006
Agronoth,4000,Garry's Mod,1305.0,"['Indie', 'Simulation']",True,1.0,2006
UnholyFallenAngel,240,Counter-Strike: Source,5193.0,['Action'],True,2.0,2004
76561198068565589,4000,Garry's Mod,32910.0,"['Indie', 'Simulation']",True,1.0,2006
SlutOnTheSpit,4000,Garry's Mod,533.0,"['Indie', 'Simulation']",True,2.0,2006
WestyGaming,10,Counter-Strike,1934.0,['Action'],True,1.0,2000
NaruseAiria,220,Half-Life 2,87.0,['Action'],True,2.0,2004
NaruseAiria,220,Half-Life 2,87.0,['Action'],True,2.0,2004
76561198067713802,320,Half-Life 2: Deathmatch,12.0,['Action'],True,1.0,2004
76561198187212131,4000,Garry's Mod,20.0,"['Indie', 'Simulation']",True,1.0,2006
alansiulun,12120,Grand Theft Auto: San Andreas,158.0,['Action'],True,2.0,2005
Albolah,4000,Garry's Mod,889.0,"['Indie', 'Simulation']",True,1.0,2006
76561198003056556,70,Half-Life,0.0,['Action'],False,1.0,1998
maxpaynepillkiller,3830,Psychonauts,0.0,['Action'],True,0.0,2005
76561198095481910,1250,Killing Floor,852.0,['Action'],True,0.0,2009
AlkalineDeath,2600,Vampire: The Masquerade - Bloodlines,458.0,['Action'],True,1.0,2004
76561198075935236,220,Half-Life 2,155.0,['Action'],True,1.0,2004
mintifreshbadger,300,Day of Defeat: Source,74.0,['Action'],True,1.0,2010
AlpacaRevolution,4000,Garry's Mod,724.0,"['Indie', 'Simulation']",True,1.0,2006
AlphaBryn444,4000,Garry's Mod,16518.0,"['Indie', 'Simulation']",True,1.0,2006
76561198009001563,240,Counter-Strike: Source,715.0,['Action'],True,1.0,2004
76561198016753953,4000,Garry's Mod,37212.0,"['Indie', 'Simulation']",True,2.0,2006
smegmyfoodle,4000,Garry's Mod,41.0,"['Indie', 'Simulation']",True,1.0,2006
76561198057869849,240,Counter-Strike: Source,539.0,['Action'],True,2.0,2004
lol_ursuchanoob,240,Counter-Strike: Source,1789.0,['Action'],True,0.0,2004
AMV72,10,Counter-Strike,20.0,['Action'],True,1.0,2000
76561198069170979,240,Counter-Strike: Source,59.0,['Action'],True,1.0,2004
76561198085956238,70,Half-Life,87.0,['Action'],False,0.0,1998
76561198132540690,2500,Shadowgrounds,70.0,['Action'],True,1.0,2006
711armageddoncarmageddon,240,Counter-Strike: Source,245.0,['Action'],True,1.0,2004
76561198034868596,240,Counter-Strike: Source,899.0,['Action'],True,1.0,2004
Andraison,10,Counter-Strike,83.0,['Action'],True,0.0,2000
76561198069560699,240,Counter-Strike: Source,2.0,['Action'],True,1.0,2004
76561198099625419,220,Half-Life 2,1057.0,['Action'],True,1.0,2004
76561198084032274,4000,Garry's Mod,26757.0,"['Indie', 'Simulation']",False,1.0,2006
Angrovar,4000,Garry's Mod,1160.0,"['Indie', 'Simulation']",True,1.0,2006
AngryAinsley,4000,Garry's Mod,160488.0,"['Indie', 'Simulation']",True,1.0,2006
uradumbtit,70,Half-Life,133.0,['Action'],True,1.0,1998
76561198037038784,3830,Psychonauts,1426.0,['Action'],True,1.0,2005
IKillNoobsFirst,240,Counter-Strike: Source,1598.0,['Action'],True,2.0,2004
1234865654,20,Team Fortress Classic,362.0,['Action'],True,1.0,1999
Apachehavoc,4000,Garry's Mod,844.0,"['Indie', 'Simulation']",False,1.0,2006
ApexNZ,4000,Garry's Mod,4663.0,"['Indie', 'Simulation']",True,1.0,2006
76561198039441595,10,Counter-Strike,2.0,['Action'],False,1.0,2000
76561198036687918,240,Counter-Strike: Source,1100.0,['Action'],True,1.0,2004
benjamin27,220,Half-Life 2,222.0,['Action'],True,1.0,2004
AppoGetsSuperAdmin,4000,Garry's Mod,72764.0,"['Indie', 'Simulation']",True,1.0,2006
76561198071475367,4000,Garry's Mod,1345.0,"['Indie', 'Simulation']",True,1.0,2006
XABLAUziitu,400,Portal,89.0,['Action'],False,2.0,2007
76561198012909706,220,Half-Life 2,1525.0,['Action'],True,2.0,2004
dragonchief,240,Counter-Strike: Source,3255.0,['Action'],False,1.0,2004
76561198040530605,4000,Garry's Mod,32358.0,"['Indie', 'Simulation']",True,1.0,2006
76561197974500703,220,Half-Life 2,1791.0,['Action'],True,1.0,2004
76561198047185525,240,Counter-Strike: Source,924.0,['Action'],True,1.0,2004
sweep6060,220,Half-Life 2,860.0,['Action'],True,0.0,2004
bilyitu,29800,Caster,0.0,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",True,1.0,2009
76561198088538797,240,Counter-Strike: Source,1168.0,['Action'],True,2.0,2004
rotflmaoman,1520,DEFCON,136.0,"['Indie', 'Strategy']",True,1.0,2006
rotflmaoman,1520,DEFCON,136.0,"['Indie', 'Strategy']",True,1.0,2006
armouredmarshmallow,4000,Garry's Mod,36243.0,"['Indie', 'Simulation']",True,1.0,2006
76561198020928326,70,Half-Life,5599.0,['Action'],True,1.0,1998
76561198020928326,70,Half-Life,5599.0,['Action'],True,1.0,1998
Array71,240,Counter-Strike: Source,141.0,['Action'],False,1.0,2004
76561198039874575,4000,Garry's Mod,39802.0,"['Indie', 'Simulation']",True,0.0,2006
arronlim13,320,Half-Life 2: Deathmatch,1.0,['Action'],True,2.0,2004
ARTHERDUNGER10,300,Day of Defeat: Source,210.0,['Action'],True,2.0,2010
Mackus1011,240,Counter-Strike: Source,823.0,['Action'],True,2.0,2004
76561198041877981,4000,Garry's Mod,8084.0,"['Indie', 'Simulation']",False,1.0,2006
ARZARNAR,300,Day of Defeat: Source,471.0,['Action'],True,1.0,2010
darkmassieh,10,Counter-Strike,0.0,['Action'],True,1.0,2000
asianturtlefrenzy,4000,Garry's Mod,261.0,"['Indie', 'Simulation']",True,1.0,2006
blowjobsfurdayzandgayz,4000,Garry's Mod,4863.0,"['Indie', 'Simulation']",True,1.0,2006
76561198082992295,4000,Garry's Mod,3625.0,"['Indie', 'Simulation']",True,1.0,2006
LaLocaDeLosDulces,10,Counter-Strike,47719.0,['Action'],True,1.0,2000
76561198064352761,4000,Garry's Mod,604.0,"['Indie', 'Simulation']",True,1.0,2006
assassin_warman,220,Half-Life 2,834.0,['Action'],True,1.0,2004
Astrelt,240,Counter-Strike: Source,1.0,['Action'],True,1.0,2004
76561198091740831,4000,Garry's Mod,13047.0,"['Indie', 'Simulation']",True,1.0,2006
omgihaveawebpage,10,Counter-Strike,0.0,['Action'],True,2.0,2000
Swish0009,240,Counter-Strike: Source,1366.0,['Action'],True,1.0,2004
Aurora99,4000,Garry's Mod,1170.0,"['Indie', 'Simulation']",True,1.0,2006
76561198053071988,3920,Sid Meier's Pirates!,224.0,['RPG'],False,1.0,2005
76561198083375450,1700,Arx Fatalis,18.0,['RPG'],True,1.0,2002
scroopy22,70,Half-Life,0.0,['Action'],True,1.0,1998
auzmoz,320,Half-Life 2: Deathmatch,143168.0,['Action'],True,1.0,2004
auzzie_96,70,Half-Life,0.0,['Action'],True,2.0,1998
fatrangacuntnolifevirgin,4000,Garry's Mod,456.0,"['Indie', 'Simulation']",True,2.0,2006
76561198064150679,240,Counter-Strike: Source,7099.0,['Action'],True,1.0,2004
76561198110293299,4000,Garry's Mod,3011.0,"['Indie', 'Simulation']",True,1.0,2006
de_triggered,4000,Garry's Mod,187008.0,"['Indie', 'Simulation']",True,0.0,2006
76561198071748311,4000,Garry's Mod,101.0,"['Indie', 'Simulation']",True,2.0,2006
Azrafael,10,Counter-Strike,0.0,['Action'],True,1.0,2000
76561198076301023,4000,Garry's Mod,942.0,"['Indie', 'Simulation']",True,1.0,2006
hoarbiscuit,10,Counter-Strike,724.0,['Action'],True,1.0,2000
bohgeraltofrivia,4000,Garry's Mod,9075.0,"['Indie', 'Simulation']",True,1.0,2006
TeH-B-Rad,4000,Garry's Mod,6640.0,"['Indie', 'Simulation']",True,1.0,2006
BAW_Killer,10,Counter-Strike,46.0,['Action'],True,1.0,2000
gamerdude7892,4000,Garry's Mod,32.0,"['Indie', 'Simulation']",True,1.0,2006
2ez4medick,4000,Garry's Mod,767.0,"['Indie', 'Simulation']",True,2.0,2006
BBBirb,240,Counter-Strike: Source,147.0,['Action'],True,2.0,2004
AgentXiri,107200,Space Pirates and Zombies,50.0,"['Action', 'Indie', 'RPG', 'Strategy']",True,1.0,2011
76561198064579722,4000,Garry's Mod,5897.0,"['Indie', 'Simulation']",True,1.0,2006
potatoskins,4000,Garry's Mod,32.0,"['Indie', 'Simulation']",True,2.0,2006
crispymemesmantheyremyfavourite,4000,Garry's Mod,3232.0,"['Indie', 'Simulation']",True,2.0,2006
76561198074409406,240,Counter-Strike: Source,700.0,['Action'],False,0.0,2004
H-Alo,3920,Sid Meier's Pirates!,496.0,['RPG'],True,1.0,2005
420Blz,240,Counter-Strike: Source,412.0,['Action'],True,2.0,2004
