id,title,genres
22320.0,The Elder Scrolls III: Morrowind® Game of the Year Edition,['RPG']
12440.0,Ankh 2: Heart of Osiris,['Adventure']
32710.0,Armored Fist 3,['Simulation']
32740.0,MiG-29 Fulcrum,['Simulation']
12460.0,BC Kings,['Strategy']
21980.0,Call of Juarez®: Bound in Blood,['Action']
31860.0,Nancy Drew®: Legend of the Crystal Skull,['Adventure']
31900.0,Nancy Drew®: The Creature of Kapu Cave,['Adventure']
31920.0,Nancy Drew®: The Phantom of Venice,['Adventure']
31930.0,Nancy Drew®: The White Wolf of Icicle Creek,['Adventure']
35800.0,BRAINPIPE: A Plunge to Unhumanity,"['Casual', 'Indie']"
12690.0,Hunting Unlimited 2010,"['Simulation', 'Sports']"
31170.0,Tales of Monkey Island Complete Pack,['Adventure']
21660.0,Street Fighter® IV,['Action']
6080.0,Thrillville®: Off the Rails™,"['Action', 'Adventure', 'Racing', 'Simulation', 'Strategy']"
6010.0,Indiana Jones® and the Fate of Atlantis™,['Adventure']
6090.0,Armed and Dangerous®,['Action']
6060.0,"Star Wars: Battlefront 2 (Classic, 2005)",['Action']
32310.0,Indiana Jones® and the Last Crusade™,['Adventure']
32330.0,LEGO® Indiana Jones™: The Original Adventures,"['Action', 'Adventure']"
32360.0,The Secret of Monkey Island: Special Edition,['Adventure']
35300.0,Warfare,['Strategy']
35310.0,Clutch,"['Action', 'Racing']"
31980.0,Nancy Drew®: Ransom of the Seven Ships,['Adventure']
31990.0,Nancy Drew®: Ransom of the Seven Ships Demo,['Adventure']
10140.0,3D Ultra™ Minigolf Adventures,['Sports']
10100.0,King's Quest™ Collection,['Adventure']
10130.0,TimeShift™,['Action']
10110.0,Space Quest™ Collection,['Adventure']
1256.0,Killing Floor Outbreak Character Pack,['Action']
10120.0,Aces of the Galaxy™,"['Action', 'Casual']"
33520.0,Tropico Reloaded,"['Simulation', 'Strategy']"
3610.0,Mystery P.I. - Lost in Los Angeles,['Casual']
21680.0,Bionic Commando: Rearmed,['Action']
21670.0,Bionic Commando,"['Action', 'Adventure']"
21030.0,Watchmen: The End is Nigh Part 2,['Action']
36000.0,Foreign Legion: Buckets of Blood,"['Action', 'Indie']"
32370.0,STAR WARS™ - Knights of the Old Republic™,"['Adventure', 'RPG']"
29180.0,Osmos,"['Indie', 'Casual']"
38410.0,Fallout 2: A Post Nuclear Role Playing Game,['RPG']
38420.0,Fallout Tactics: Brotherhood of Steel,['Strategy']
38430.0,Kingpin — Life of Crime,['Action']
35050.0,Mini Ninjas Demo,"['Action', 'Adventure']"
31180.0,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,['Adventure']
37960.0,Jewel Quest Pack,['Casual']
38000.0,Mahjong Quest Collection,['Casual']
37400.0,"Time Gentlemen, Please! and Ben There, Dan That! Special Edition  Double Pack","['Adventure', 'Indie']"
13570.0,Tom Clancy's Splinter Cell Chaos Theory®,['Action']
11390.0,Crash Time 2,"['Action', 'Racing']"
34420.0,XIII Century – Gold Edition,['Strategy']
43100.0,World of Zoo,['Simulation']
33730.0,18 Wheels of Steel: Extreme Trucker,['Simulation']
35000.0,Mini Ninjas,"['Action', 'Adventure']"
39392.0,Freeze Tag Fun Pack #2,['Casual']
39391.0,Freeze Tag Fun Pack #1,['Casual']
37600.0,Windosill,"['Adventure', 'Casual', 'Indie']"
24029.0,Train Simulator: Colton &amp; Northern Route Add-On,['Simulation']
32140.0,Midnight Mysteries,"['Adventure', 'Casual']"
31190.0,Tales of Monkey Island Complete Pack: Chapter 3 - Lair of the Leviathan,['Adventure']
32770.0,Joint Operations: Combined Arms Gold,['Action']
208306.0,Train Simulator: US Loco &amp; Asset Pack,['Simulation']
37300.0,DinerTown Tycoon,['Simulation']
208300.0,Train Simulator: European Loco &amp; Asset Pack,['Simulation']
40300.0,Risen,['RPG']
35070.0,Flora's Fruit Farm,['Casual']
10606.0,Empire: Total War™ - The Warpath Campaign,['Strategy']
40700.0,Machinarium,"['Adventure', 'Indie']"
24840.0,Medal of Honor: Airborne,['Action']
24870.0,Need for Speed: Shift,['Racing']
41500.0,Torchlight,['RPG']
24800.0,Command &amp; Conquer: Red Alert 3 - Uprising,['Strategy']
901735.0,The Stronghold Collection,['Strategy']
42800.0,East India Company: Privateer,['Strategy']
39560.0,Painkiller: Resurrection,['Action']
39550.0,SpellForce 2 - Anniversary Edition,"['RPG', 'Strategy']"
40330.0,Secret Files: Tunguska,['Adventure']
40320.0,Rush for Berlin Gold,['Strategy']
31200.0,Tales of Monkey Island Complete Pack: Chapter 4 - The Trial and Execution of Guybrush Threepwood,['Adventure']
3130.0,Men of War: Red Tide,['Strategy']
41100.0,Hammerfight,"['Action', 'Indie']"
39540.0,SpellForce - Platinum Edition,"['Action', 'RPG']"
34640.0,Massive Assault: Phantom Renaissance,['Strategy']
34630.0,Massive Assault,['Strategy']
41000.0,Serious Sam HD: The First Encounter,"['Action', 'Indie']"
40340.0,Secret Files 2: Puritas Cordis,['Adventure']
17450.0,Dragon Age: Origins,['RPG']
37100.0,Aztaka,"['Action', 'RPG', 'Indie']"
37500.0,Magnetis,"['Indie', 'Casual']"
42810.0,For The Glory: A Europa Universalis Game,['Strategy']
10180.0,Call of Duty®: Modern Warfare® 2,['Action']
32440.0,LEGO® Star Wars™ - The Complete Saga,['Adventure']
11450.0,Overlord™,['RPG']
12710.0,Overlord™: Raising Hell,['RPG']
24790.0,Command &amp; Conquer 3: Tiberium Wars,['Strategy']
29120.0,Yumsters 2: Around the World,"['Indie', 'Casual']"
24810.0,Command &amp; Conquer 3: Kane's Wrath,['Strategy']
41800.0,Gratuitous Space Battles,"['Indie', 'Simulation', 'Strategy']"
45300.0,Wings of Prey,['Simulation']
41900.0,The Bard's Tale,"['Action', 'Adventure', 'RPG']"
35420.0,Defence Alliance 2,['Action']
32430.0,STAR WARS™ - The Force Unleashed™ Ultimate Sith Edition,['Action']
22370.0,Fallout 3: Game of the Year Edition,['RPG']
41802.0,Gratuitous Space Battles: The Tribe,"['Strategy', 'Indie', 'Simulation']"
38080.0,Build-A-Lot,['Simulation']
38090.0,Build-A-Lot 2: Town of the Year,['Simulation']
38100.0,Build-A-Lot 3: Passport to Europe,['Simulation']
38070.0,Coconut Queen,"['Casual', 'Simulation']"
38210.0,Roogoo,['Casual']
45700.0,Devil May Cry 4,"['Action', 'Adventure']"
46410.0,Avencast: Rise of the Mage,"['Action', 'Indie', 'RPG']"
38110.0,Build-A-Lot 4: Power Source,['Simulation']
17570.0,"Pirates, Vikings, and Knights II","['Action', 'Free to Play', 'Indie']"
38130.0,Farm Frenzy 2,['Casual']
38160.0,Farm Frenzy 3: American Pie,['Casual']
38150.0,Farm Frenzy 3,['Casual']
38120.0,Farm Frenzy,['Casual']
38140.0,Farm Frenzy: Pizza Party,['Casual']
36300.0,Cake Mania Main Street™,['Casual']
36310.0,Westward® IV: All Aboard,"['Strategy', 'Casual']"
36320.0,Iron Roses,"['Adventure', 'Casual']"
37030.0,UFO: Extraterrestrials Gold,['Strategy']
32450.0,LEGO® Indiana Jones™ 2: The Adventure Continues,['Adventure']
34180.0,Vancouver 2010™ - The Official Video Game of the Olympic Winter Games,['Sports']
44100.0,Super Laser  Racer,"['Action', 'Indie', 'Racing']"
25960.0,Hearts of Iron III: Soviet Infantry Pack DLC,['Strategy']
46250.0,NecroVisioN: Lost Company,['Action']
38180.0,Cradle of Persia,['Casual']
10695.0,Aliens vs. Predator Swarm Map Pack,['Action']
41050.0,Serious Sam Classic: The First Encounter,"['Action', 'Indie']"
24055.0,Train Simulator: Fort Kent to Eagle Lake Route Add-On,['Simulation']
48700.0,Mount &amp; Blade: Warband,"['Action', 'RPG']"
39900.0,Coniclysm,['Action']
49900.0,Plain Sight,"['Action', 'Indie']"
42120.0,Lead and Gold: Gangs of the Wild West,['Action']
12220.0,Grand Theft Auto: Episodes from Liberty City,['Action']
45730.0,Dark Void™ Zero,"['Action', 'Adventure']"
45400.0,Fortix,['Indie']
49600.0,Beat Hazard,"['Action', 'Casual', 'Indie']"
901399.0,Sam &amp; Max: The Devil’s Playhouse,['Adventure']
43500.0,M.U.D. TV,"['Simulation', 'Strategy']"
45302.0,Wings of Luftwaffe Add-on,['Simulation']
40930.0,The Misadventures of P.B. Winterbottom,"['Adventure', 'Indie']"
39640.0,AquaNox 2: Revelation,['Action']
39630.0,AquaNox,['Action']
23150.0,Fluttabyes,"['Casual', 'Indie']"
50940.0,Hidden Expedition: Titanic,['Casual']
50920.0,Hidden Expedition: Amazon,"['Casual', 'Indie']"
34178.0,Napoleon: Total War™ - Coalition Battle Pack,['Strategy']
37340.0,Fitness Dash™,['Casual']
37390.0,Gemini Lost™,['Casual']
37310.0,DinerTown Detective Agency™,['Casual']
37360.0,Mahjong Roadshow™,['Casual']
49000.0,Hotel Dash™ Suite Success™,['Casual']
37330.0,Nightshift Legacy: The Jaguar's Eye™,['Casual']
37320.0,The Nightshift Code™,['Casual']
37370.0,TriJinx: A Kristine Kross Mystery™,['Casual']
37380.0,Valerie Porter and the Scarlet Scandal™,['Casual']
19080.0,Biozone,"['Action', 'Adventure', 'Casual']"
31700.0,Iron Grip: Warlord,"['Action', 'Indie']"
19030.0,Rocket Knight,"['Action', 'Adventure']"
50820.0,Max and the Magic Marker,['Indie']
49800.0,Flight of the Icarus,"['Action', 'Indie']"
33650.0,Puzzler World,['Casual']
901478.0,Prince of Persia: The Forgotten Sands™ Digital Deluxe Edition,"['Action', 'Adventure']"
33660.0,Ziro,"['Casual', 'Indie']"
34281.0,Altered Beast™,['Action']
34272.0,Comix Zone™,['Action']
34270.0,SEGA Mega Drive and Genesis Classics,"['Action', 'Adventure', 'Casual', 'RPG']"
34276.0,Golden Axe™,['Action']
34274.0,Ecco the Dolphin™,['Action']
34275.0,Gain Ground™,['Strategy']
34277.0,Shinobi™ III: Return of the Ninja Master,['Action']
34273.0,Crack Down™,['Action']
34280.0,VectorMan™,['Action']
34282.0,Shadow Dancer™,['Action']
34279.0,Space Harrier™ II,['Action']
34010.0,Alpha Protocol™,"['Action', 'RPG']"
22610.0,Alien Breed: Impact,['Action']
22440.0,Fallout 3 - Point Lookout,['RPG']
18508.0,Defense Grid: Resurgence Map Pack 1,"['Strategy', 'Indie']"
22430.0,Fallout 3 - Mothership Zeta,['RPG']
22410.0,Fallout 3 - Broken Steel,['RPG']
22420.0,Fallout 3 - The Pitt,['RPG']
630.0,Alien Swarm,['Action']
22400.0,Fallout 3 - Operation Anchorage,['RPG']
24780.0,SimCity™ 4 Deluxe Edition,"['Simulation', 'Strategy']"
33670.0,Disciples III - Renaissance Steam Special Edition,"['Strategy', 'RPG']"
40420.0,Tidalis,"['Casual', 'Indie']"
34920.0,Razor2: Hidden Skies,"['Action', 'Casual', 'Indie']"
48136.0,The Settlers 7: Uncharted Land Map Pack,['Strategy']
46720.0,Dimensity,['RPG']
28000.0,Kane &amp; Lynch 2: Dog Days,['Action']
39680.0,The Guild II Renaissance,"['Simulation', 'Strategy']"
25962.0,Hearts of Iron III DLC: German II Spritepack,['Strategy']
24634.0,Trainz Simulator DLC: Blue Comet,['Simulation']
63900.0,Fantasy Wars,['Strategy']
50130.0,Mafia II,['Action']
24075.0,Train Simulator: Network Southeast Class 47 Loco Add-On,['Simulation']
47540.0,Puzzle Quest 2,"['RPG', 'Casual']"
50510.0,Burn Zombie Burn!,['Action']
25760.0,Madballs B*D*I Clan Skins,['Indie']
25763.0,Madballs Scorched Evolution Skin Rollup,['Indie']
25762.0,Madballs BDI Evolution Skin Rollup,['Indie']
25764.0,Madballs Holiday Skin Rollup,['Indie']
42980.0,Victoria I Complete,['Strategy']
48800.0,Ship Simulator Extremes,['Simulation']
22600.0,Worms Reloaded,['Strategy']
46770.0,Making History II: The War of the World,"['Indie', 'Simulation', 'Strategy']"
65700.0,Arma 2: British Armed Forces,"['Action', 'Simulation', 'Strategy']"
42960.0,Victoria II,['Strategy']
25761.0,Madballs Scorched Clan Skins,['Indie']
28010.0,Kane &amp; Lynch 2: The Doggie Bag,['Action']
28012.0,Kane &amp; Lynch 2: Multiplayer Masks Pack,['Action']
24640.0,Trainz: Classic Cabon City,['Simulation']
28011.0,Kane &amp; Lynch 2: Alliance Weapon Pack,['Action']
4850.0,Cossacks: Back to War,['Strategy']
57640.0,Broken Sword: Director's Cut,['Adventure']
62100.0,Chime,['Casual']
50145.0,Mafia II DLC: Jimmy's Vendetta,['Action']
34841.0,Sniper: Ghost Warrior - Map Pack,['Action']
70300.0,VVVVVV,"['Action', 'Indie']"
48137.0,The Settlers 7: Conquest - The Empire Expansion DLC,['Strategy']
57300.0,Amnesia: The Dark Descent,"['Action', 'Adventure', 'Indie']"
70400.0,Recettear: An Item Shop's Tale,"['RPG', 'Indie']"
46600.0,Swarm Arena,"['Action', 'Casual', 'Indie']"
34314.0,Super Thunder Blade™,"['Action', 'Simulation']"
34310.0,Galaxy Force II™,['Action']
70100.0,Hacker Evolution,['Simulation']
70110.0,Hacker Evolution: Untold,"['Indie', 'Simulation']"
38600.0,Faerie Solitaire,"['Casual', 'Indie']"
57620.0,Patrician IV - Steam Special Edition,['Strategy']
34284.0,Bonanza Bros.™,['Action']
63910.0,King's Bounty: Crossworlds,"['RPG', 'Strategy']"
24082.0,Train Simulator: Green &amp; Gold HST DMU Add-On,['Simulation']
8930.0,Sid Meier's Civilization® V,['Strategy']
49310.0,Commander: Conquest of the Americas - Colonial Navy,['Strategy']
41060.0,Serious Sam Classic: The Second Encounter,"['Action', 'Indie']"
70900.0,Star Ruler,"['Indie', 'Strategy']"
9940.0,Blade Kitten,"['Action', 'Adventure']"
22650.0,Alien Breed 2: Assault,['Action']
901553.0,Serious Sam HD: Gold Edition,['Action']
